"???","???????","??????????","?????????????","???????","????????","???????????","???????°æ??????","???????¢¨?","????????????","????????¢¨?","???????","???????????","???????????","????????","?????????","??????????","?????????????","????????????","???•Ë???????","???•Ë????????","??????","????????????","????????????","?????????????","???°æ??¨⁄?","???????(x)","???????(y)","????????????","??????????¨⁄?","???????¨⁄?","??????","???????","???????????","????????","????î≥??","????????","????????","?????","????????","?????????","??????????","?????????","???????","????????","???????","?®˘???","????????","?????????????•Ô?","???????","???????????","????????","?????????","???????????","?????????","?????????","????????????????","?????????????????","?????","???????????","????????????","?•‰???????","??????",
"584","????????","03_11_02_P","4500000","CDFI3261092020000003","2020-03-09","","01","????/????","13","??????","","","","","","","","??????? ????? ?????? ?¨‹??? 674-3","??????? ????? ?????? ???¨›?2?? 72","32626","????????•È?","2020-09-07 16:45:28","U","2020-09-09 02:40:00","","221917.076610079","317558.22405927","????????","","","3","","","","???????","","","","","","","","","","","","","","456.05","","","","","","","","","","","","","456",
"585","????????","03_11_02_P","4350000","CDFI3261092020000001","2020-01-10","","01","????/????","13","??????","","","","","","","","?????? ??? ?????? ??? 216-1????","?????? ??? ?????? ????? 233","25054","?????? ???","2020-01-10 13:29:52","I","2020-01-12 00:23:25","","353586.667179212","497937.346695302","????????","","???????????","2","","","??????????","???????","2","0","","","BEAUTIFUL HOUSE","Tourism Pension","","","","","","","","194.23","","","","","","","","","400000000","","","","194",
"586","????????","03_11_02_P","4170000","CDFI3261092020000001","2020-03-25","","01","????/????","13","??????","","","","","","","","??? ???? ???? ????? 359????","??? ???? ???? ???????19???? 2-6","12578","????????","2020-03-25 17:51:16","I","2020-03-27 00:23:21","","228965.115211204","450610.042360948","????????","","???????????","2","","","","???????","2","","","","","","","","","","","","","99.14","","","","","","","","","","","","","99",
"587","????????","03_11_02_P","4510000","CDFI3261092020000001","2020-03-06","","01","????/????","13","??????","","","","","041-932-9262","","","??????? ????? ????? ?????? 348-2???? ??????","??????? ????? ????? ??????? 557, ???? ?? ????????","33406","???? ?? ????????","2020-03-06 13:14:58","I","2020-03-10 00:23:43","","155472.713371523","325024.281871121","????????","","????????","3","???","","","??????? ????(????????????)","3","","","","","","","","","","","","","229.14","","","","","","","","","","","","","229",
"588","????????","03_11_02_P","5330000","CDFI3261092020000001","2020-01-23","","01","????/????","13","??????","","","","","","","","???? ?óµ?? ?ì¯?? ??? 2-5????","???? ?óµ?? ?ì¯?? ?ì¯???? 228-1","53029","??????????•È?","2020-01-23 10:47:06","I","2020-01-25 00:23:24","","332583.495124979","152186.218718896","????????","","???????????","3","???","","","???????","3","1","","","","","","","","","","","","111.62","","","","","","","","","50000000","","","","112",
"589","????????","03_11_02_P","5020000","CDFI3261092020000002","2020-03-04","","01","????/????","13","??????","","","","","","","","????? ????? ???? ?????? ?????? 646-5????","????? ????? ???? ?????? ???? 1504-7","37928","????©≠?","2020-03-04 09:28:51","I","2020-03-06 00:23:23","","429418.823063364","289430.544378468","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"590","????????","03_11_02_P","5020000","CDFI3261092020000001","2020-01-28","","01","????/????","13","??????","","","","","","","","????? ????? ??? ???? ???? 407-39????","????? ????? ??? ???? ??????3218???? 39","37510","???•Ô???? ????? ???","2020-01-29 18:40:28","I","2020-01-31 00:23:24","","413200.259784767","308282.637237732","????????","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"591","????????","03_11_02_P","3580000","CDFI3261092020000001","2020-01-22","","01","????/????","13","??????","","","","","","","","????????? ?????? ????? ????? 1302-5 ??????","????????? ?????? ????? ?????541???? 142","23111","?????????","2021-05-11 13:20:45","U","2021-05-13 02:40:00","","141049.425898671","447517.628875898","????????","","","3","","","","??????","2","","","","","","","","","","","","","625","","","","","","","","","","","","","625",
"592","????????","03_11_02_P","5530000","CDFI3261092021000002","2021-12-28","","01","????/????","13","??????","","","","","","","","??? ????? ????? ???•Ë? 290-9","??? ????? ????? ???? 330","18553","???????","2023-02-09 10:35:33","U","2023-02-11 02:40:00","","166027.598530948","407734.284834553","????????","","","3","???","","","??????","3","0","0","0","","","0","0","","0","0","","0","698.32","","0","","","","","","","0","","","","698",
"593","????????","03_11_02_P","5190000","CDFI3261092022000001","2022-01-11","","01","????/????","13","??????","","","","","","","","????? ????? ????? ????? 500-2","????? ????? ????? ???? 158-8","38361","???????","2022-01-12 10:52:48","I","2022-01-14 00:22:40","","372844.113870198","249670.416268898","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","511.84","","0","","","","","","","100000000","","","","512",
"594","????????","03_11_02_P","4610000","CDFI3261092022000001","2022-01-17","","01","????/????","13","??????","","","","","","","","??????? ???∞  ????? ?œΩ?? 408","??????? ???∞  ????? ???????1?? 69-5, ?¢Ø????????????","32406","?¢Ø????????????","2022-01-17 11:45:25","I","2022-01-19 00:22:40","","168778.499218484","354761.452525466","????????","","????????","2","???","","","??????","2","0","0","0","","","0","0","","0","0","","0","489.39","","0","","","","","","","0","","","","489",
"595","????????","03_11_02_P","4450000","CDFI3261092022000001","2022-01-14","","01","????/????","13","??????","","","","","","","","?????? ????? ????? ?????? 225-1","?????? ????? ????? ?????? 131-84","27842","??????","2022-01-14 14:31:56","I","2022-01-16 00:22:49","","238380.496477714","369546.413953234","????????","","???????","1","???","","","???????","1","0","0","0","","","0","0","","0","0","","0","154.39","","0","","","","","","","0","","","","154",
"596","????????","03_11_02_P","4770000","CDFI3261092021000001","2021-12-27","","01","????/????","13","??????","","","","","","","","?????? ????? ????? ??? 212-4","?????? ????? ????? ?????? 51","56005","?????? ???","2022-01-06 14:33:27","U","2022-01-08 02:40:00","","195462.283468511","211676.346172794","????????","","????????","1","???","","","??????","1","0","0","0","","","0","0","","0","0","","0","769.2","","0","","","","","","","30000000","","","","769",
"597","????????","03_11_02_P","4810000","CDFI3261092021000001","2021-12-31","","01","????/????","13","??????","","","","","","","","????? ?????? ????? 348","????? ?????? ???3?? 14-2 (?????)","59621","????","2021-12-31 08:58:30","I","2022-01-02 00:22:41","","268993.707395153","144023.360189042","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"598","????????","03_11_02_P","4250000","CDFI3261092021000002","2021-12-31","","01","????/????","13","??????","","","","","","","","?????? ???? ???? ?????? 280-1","?????? ???? ???? ???????? 60-13","25103","?????????","2022-01-12 16:20:56","U","2022-01-14 02:40:00","","259541.627652487","457862.044512265","????????","","????????","2","","","","??????","0","0","0","0","","","0","0","","0","0","","0","425.82","","0","","","","","","","0","","","","426",
"599","????????","03_11_02_P","5430000","CDFI3261092023000001","2023-04-24","","01","????/????","13","??????","","","","","","","","???? ????? ????? ???? ?? 276","???? ????? ????? ????? 176-132","52402","??????2","2023-04-24 17:37:34","I","2023-04-26 00:20:16","","283112.761302292","154300.628136413","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"600","????????","03_11_02_P","4170000","CDFI3261092023000001","2023-04-10","","01","????/????","13","??????","","","","","","","","??? ???? ????? ?????? 17-1","??? ???? ????? ???? 71","12526","???????","2023-04-10 14:26:38","I","2023-04-12 00:20:19","","260028.519963864","455595.328162474","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"601","????????","03_11_02_P","4690000","CDFI3261092023000001","2023-04-24","","01","????/????","13","??????","","","","","","","","?????? ?????? ?????? 1582","?????? ?????? ??????? 41 (??????)","56211","?????????????","2023-04-24 16:57:30","I","2023-04-26 00:20:16","","186781.495138522","222982.214056735","????????","","????????","1","???","","","??????","0","0","0","0","","","0","0","","0","0","","0","90.2","","0","","","","","","","0","","","","90",
"602","????????","03_11_02_P","5220000","CDFI3261092023000001","2023-04-19","","01","????/????","13","??????","","","","","","","","????? ??? ?????? ????? 161","????? ??? ?????? ???1?? 86-11","39855","?????","2023-04-19 13:09:37","I","2023-04-21 00:20:20","","345440.09354564","280176.609799087","????????","","????????","1","???","","","???????","1","0","0","0","","","0","0","","0","0","","0","458","","0","","","","","","","600000000","","","","458",
"603","????????","03_11_02_P","5430000","CDFI3261092023000002","2023-04-25","","01","????/????","13","??????","","","","","","","","???? ????? ????? ???? ?? 276","???? ????? ????? ????? 176-132","52402","??????","2023-04-25 10:58:18","I","2023-04-27 00:20:42","","283112.761302292","154300.628136413","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"604","????????","03_11_02_P","4160000","CDFI3261092023000006","2023-04-21","","01","????/????","13","??????","","","","","","","","??? ???? ??? ??? 54-3","??? ???? ??? ?????? 110-22","12443","?????","2023-04-21 15:59:10","I","2023-04-23 00:20:19","","227994.450865819","475755.122248596","????????","","????????","1","","","","","1","0","0","0","","","0","0","","0","0","","0","196.83","","0","","","","","","","0","","","","197",
"605","????????","03_11_02_P","4500000","CDFI3261092023000001","2023-04-05","","01","????/????","13","??????","","","","","","","","??????? ????? ?????? ????? 3-12","??????? ????? ?????? ???????? 50","32622","???????","2023-04-05 15:35:27","I","2023-04-07 00:20:23","","223187.011579067","322894.560676233","????????","","????????","1","???©£????","","","???????","1","0","0","0","","","0","0","","0","0","","0","124.78","","0","","","","","","","20000000","","","","125",
"606","????????","03_11_02_P","5180000","CDFI3261092023000002","2023-04-12","","01","????/????","13","??????","","","","","","","","????? ?????? ?????? ?????? 107","????? ?????? ?????? ???????? 509-9","36453","??????? 107 ?????(DELIGHT 107 POOLVILLA)","2023-04-12 17:29:56","I","2023-04-14 00:20:33","","415997.08368416","323832.183306433","????????","","???????","5","???","","","??????","4","1","0","0","","","0","0","","0","0","","0","2086","","0","","","","","","","261115840","","","","2086",
"607","????????","03_11_02_P","4430000","CDFI3261092023000001","2023-04-27","","01","????/????","13","??????","","","","","","","","?????? ????? ?????? ??Ér 85","?????? ????? ?????? ????? 473 (???? ???????)","29059","????????????? ??????? ???","2023-04-27 15:00:51","I","2023-04-29 00:20:04","","249475.149782686","305544.426557925","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"608","????????","03_11_02_P","4430000","CDFI3261092023000002","2023-04-27","","01","????/????","13","??????","","","","","","","","?????? ????? ?????? ??Ér 81","?????? ????? ?????? ????? 475 (???? ???????)","29059","???????•Ï?????? ??????? ???","2023-04-27 15:02:31","I","2023-04-29 00:20:04","","249493.318874403","305511.014023365","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"609","????????","03_11_02_P","4160000","CDFI3261092023000005","2023-04-12","","01","????/????","13","??????","","","","","","","","??? ???? ??? ????? 621-4","??? ???? ??? ???????? 269-16","12447","???????????","2023-04-12 09:23:24","I","2023-04-14 00:20:33","","231896.549095364","471914.406608073","????????","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","10000000","","","","0",
"610","????????","03_11_02_P","5430000","CDFI3261092023000003","2023-04-27","","01","????/????","13","??????","","","","","","","","???? ????? ???? ?????? 919-1","???? ????? ???? ?????56???? 9","52436","???????","2023-04-27 14:54:10","I","2023-04-29 00:20:04","","282081.689419872","141314.101570419","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"611","????????","03_11_02_P","4210000","CDFI3261092023000001","2023-04-26","","01","????/????","13","??????","","","","","","","","?????? ????? ???≠Y 337-5","?????? ????? ???? 57-2 (???≠Y)","25704","??????","2023-04-26 10:38:57","I","2023-04-28 00:20:06","","382885.416015417","452393.839462964","????????","","???????????","1","???","","","???????","0","0","0","0","","","0","0","","0","0","","0","88.37","","0","","","","","","","670000000","","","","88",
"612","????????","03_11_02_P","5370000","CDFI3261092010000001","2010-01-13","","01","????/????","13","??????","","","","","634-1515","","656-891","???? ?????? ???? ????? 438-1????","???? ?????? ???? ??????? 1763-1","","????????","2019-01-03 13:56:21","U","2019-01-05 02:40:00","","352291.743595333","147104.548483017","????????","","","3","","","","","","","","","","","","","","","","","","227.98","","","","","","","","","","","","","228",
"613","????????","03_11_02_P","5370000","CDFI3261092010000002","2010-01-13","","01","????/????","13","??????","","","","","634-1515","","","???? ?????? ???? ????? 438-1????","???? ?????? ???? ??????? 1763-1","53329","??????","2016-04-14 22:44:50","I","2018-08-31 23:59:59","","352291.743595333","147104.548483017","????????","","","3","","","","","","","","","","","","","","","","","","228.78","","","","","","","","","","","","","229",
"614","????????","03_11_02_P","5370000","CDFI3261092010000003","2010-01-13","","01","????/????","13","??????","","","","","634-1515","","656-891","???? ?????? ???? ????? 438-7????","???? ?????? ???? ??????? 1763","","???","2016-03-21 22:06:42","I","2018-08-31 23:59:59","","352305.769069949","147086.055401942","????????","","","3","","","","","","","","","","","","","","","","","","229.35","","","","","","","","","","","","","229",
